A1BG	2.072944e-16
A1CF	0.8851107
A2BP1	0.2221647
A2LD1	0.9103269
A2ML1	1.502956e-23
A2M	3.159113e-30
A4GALT	0.03439941
A4GNT	6.2359e-08
AAA1	0.9979127
AAAS	0.0001720175
AACSL	7.681399e-05
AACS	0.03410852
AADACL2	5.552986e-07
AADACL3	7.675832e-17
AADACL4	0.594911
AADAC	1.152113e-31
AADAT	0.05241428
AAGAB	6.346214e-40
AAK1	0.1422715
AAMP	2.5004e-07
AANAT	0.4953033
AARS2	0.01275101
AARSD1	0.7259941
AARS	4.064346e-07
AASDHPPT	1.174199e-05
AASDH	6.143936e-07
AASS	3.194906e-46
AATF	3.723226e-16
AATK	0.6208955
ABAT	1.158852e-19
ABCA10	7.305388e-79
ABCA11P	0.003441749
ABCA12	3.137063e-07
ABCA13	0.5789396
ABCA17P	4.328373e-08
ABCA1	7.185413e-22
ABCA2	0.9684339
ABCA3	2.794069e-15
ABCA4	0.199495
ABCA5	5.203894e-54
ABCA6	7.003353e-49
ABCA7	0.07496183
ABCA8	2.099339e-49
ABCA9	5.881506e-66
ABCB10	5.051974e-12
ABCB11	6.254859e-16
ABCB1	2.092904e-32
ABCB4	0.0298765
ABCB5	1.133346e-49
ABCB6	0.0924564
ABCB7	0.005377618
ABCB8	4.216277e-36
ABCB9	4.928383e-19
ABCC10	2.928669e-05
ABCC11	0.02925787
ABCC12	0.0004100888
ABCC13	3.588906e-38
ABCC1	1.232882e-05
ABCC2	0.3063921
ABCC3	0.434596
ABCC4	2.072612e-05
ABCC5	1.087421e-21
ABCC6P1	3.111825e-10
ABCC6P2	0.257804
ABCC6	9.700117e-16
ABCC8	0.01155711
ABCC9	5.009449e-34
ABCD1	0.0002229369
ABCD2	2.380624e-65
ABCD3	3.973873e-13
ABCD4	1.44743e-22
ABCE1	5.221035e-07
ABCF1	2.041598e-14
ABCF2	8.385809e-14
ABCF3	7.116071e-17
ABCG1	1.166383e-21
ABCG2	2.291544e-19
ABCG4	0.2375853
ABCG5	0.1288305
ABCG8	2.23946e-05
ABHD10	0.003025927
ABHD11	1.412072e-36
ABHD12B	3.19962e-13
ABHD12	2.834895e-53
ABHD13	3.376298e-06
ABHD14A	0.005482275
ABHD14B	2.442891e-17
ABHD15	1.919258e-05
ABHD1	1.868082e-06
ABHD2	1.396297e-22
ABHD3	1.855079e-19
ABHD4	0.661056
ABHD5	2.946104e-10
ABHD6	3.31425e-20
ABHD8	4.617382e-07
ABI1	0.003473364
ABI2	0.0003498079
ABI3BP	6.860163e-29
ABI3	0.006702845
ABL1	3.215854e-06
ABL2	2.461949e-11
ABLIM1	2.356973e-44
ABLIM2	0.3302831
ABLIM3	1.163543e-18
ABO	0.03955269
ABP1	1.66453e-17
ABRA	8.526724e-15
ABR	3.674604e-06
ABT1	4.488973e-06
ABTB1	7.024487e-21
ABTB2	0.4047755
ACAA1	0.7878654
ACAA2	1.203765e-26
ACACA	0.2307456
ACACB	1.50972e-85
ACAD10	0.7080538
ACAD11	6.519274e-40
ACAD8	5.396953e-06
ACAD9	0.4498878
ACADL	1.271512e-55
ACADM	3.080413e-10
ACADSB	0.9649727
ACADS	7.394459e-38
ACADVL	5.438539e-31
ACAN	3.378085e-34
ACAP1	0.0007634052
ACAP2	0.6662088
ACAP3	1.571666e-06
ACAT1	2.00568e-10
ACAT2	1.656042e-15
ACBD3	4.320138e-45
ACBD4	1.031553e-10
ACBD5	5.58854e-06
ACBD6	3.919502e-34
ACBD7	6.365394e-05
ACCN1	9.423551e-06
ACCN2	0.006345001
ACCN3	1.461549e-13
ACCN4	0.0454014
ACCN5	0.8976454
ACCSL	0.9903784
ACCS	5.732027e-32
ACD	0.408765
ACE2	0.1253765
ACER1	0.8930423
ACER2	7.207572e-05
ACER3	0.0460864
ACE	0.3759856
ACHE	0.3264885
ACIN1	0.6594408
ACLY	6.129763e-07
ACMSD	8.134201e-15
ACN9	0.05447909
ACO1	1.942635e-39
ACO2	0.1427834
ACOT11	0.0006937392
ACOT12	0.939115
ACOT13	0.0001060649
ACOT1	1.583772e-07
ACOT2	5.538078e-07
ACOT4	8.238193e-16
ACOT6	0.03160188
ACOT7	6.152496e-40
ACOT8	2.07014e-23
ACOT9	0.001945283
ACOX1	6.54642e-05
ACOX2	0.001314872
ACOX3	0.01174133
ACOXL	2.239765e-12
ACP1	1.366036e-24
ACP2	2.013042e-17
ACP5	1.248906e-06
ACP6	0.007046688
ACPL2	3.266023e-07
ACPP	1.770038e-05
ACPT	0.4150325
ACRBP	3.382921e-06
ACRC	4.491819e-16
ACRV1	8.573497e-08
ACR	0.0004257153
ACSBG1	3.009856e-52
ACSBG2	3.926828e-21
ACSF2	0.1158605
ACSF3	0.09468389
ACSL1	1.293577e-44
ACSL3	0.3610531
ACSL4	3.41135e-24
ACSL5	3.999603e-09
ACSL6	1.031323e-17
ACSM1	1.14884e-11
