A1BG	0.1742092
A1CF	0.9445695
A2BP1	0.0003126028
A2LD1	2.22669e-07
A2ML1	3.908313e-07
A2M	1.388216e-24
A4GALT	0.7414388
A4GNT	0.01203301
AAA1	0.7694041
AAAS	8.626466e-06
AACSL	0.00222321
AACS	6.334694e-07
AADACL2	0.0009891696
AADACL3	0.9343786
AADACL4	0.8376378
AADAC	0.005595757
AADAT	0.02013362
AAGAB	2.039107e-13
AAK1	0.3609028
AAMP	1.151925e-11
AANAT	0.1545981
AARS2	3.445357e-07
AARSD1	8.634746e-19
AARS	1.903553e-16
AASDHPPT	2.352919e-16
AASDH	0.8637933
AASS	0.0177119
AATF	5.435238e-15
AATK	2.707169e-29
ABAT	0.9774848
ABCA10	5.528198e-19
ABCA11P	0.6931005
ABCA12	2.605579e-70
ABCA13	0.8982036
ABCA17P	2.665418e-12
ABCA1	5.041565e-05
ABCA2	0.2852648
ABCA3	4.793743e-21
ABCA4	1.454891e-31
ABCA5	1.921126e-05
ABCA6	2.18803e-15
ABCA7	0.6273753
ABCA8	2.045006e-34
ABCA9	7.519601e-28
ABCB10	0.04564629
ABCB11	0.003904724
ABCB1	3.490289e-15
ABCB4	1.814209e-20
ABCB5	0.0003863259
ABCB6	1.679597e-24
ABCB7	0.000160916
ABCB8	0.0007487628
ABCB9	8.428632e-17
ABCC10	2.356168e-08
ABCC11	1.364217e-11
ABCC12	0.8786607
ABCC13	5.410877e-14
ABCC1	0.002064506
ABCC2	1.009409e-36
ABCC3	1.520828e-40
ABCC4	0.3646851
ABCC5	0.008595273
ABCC6P1	0.1743145
ABCC6P2	0.2490223
ABCC6	5.846453e-16
ABCC8	0.0917227
ABCC9	4.577113e-08
ABCD1	0.0118204
ABCD2	0.729479
ABCD3	0.4047017
ABCD4	3.200502e-05
ABCE1	1.165946e-16
ABCF1	2.46564e-12
ABCF2	7.703965e-26
ABCF3	6.17958e-07
ABCG1	2.823427e-27
ABCG2	4.201153e-23
ABCG4	0.1848762
ABCG5	0.2739096
ABCG8	0.2376317
ABHD10	0.05926354
ABHD11	2.867288e-23
ABHD12B	6.30886e-06
ABHD12	0.0008224724
ABHD13	1.770011e-09
ABHD14A	0.1124859
ABHD14B	0.01162084
ABHD15	0.2807623
ABHD1	0.0002148567
ABHD2	0.04975012
ABHD3	5.622921e-05
ABHD4	2.331446e-05
ABHD5	1.092175e-23
ABHD6	2.281154e-25
ABHD8	4.229608e-05
ABI1	0.2505758
ABI2	3.89621e-13
ABI3BP	1.148999e-36
ABI3	2.020516e-09
ABL1	0.4513098
ABL2	0.008409984
ABLIM1	3.872788e-11
ABLIM2	0.4220721
ABLIM3	9.246828e-16
ABO	0.6020186
ABP1	1.324116e-45
ABRA	8.425347e-06
ABR	0.02628655
ABT1	0.0002049712
ABTB1	2.714244e-39
ABTB2	2.757444e-11
ACAA1	4.160455e-06
ACAA2	6.637749e-13
ACACA	0.4838579
ACACB	5.128469e-32
ACAD10	0.02637799
ACAD11	1.149911e-07
ACAD8	1.486033e-14
ACAD9	0.1827567
ACADL	3.754174e-48
ACADM	0.2936674
ACADSB	0.0008108314
ACADS	1.090293e-08
ACADVL	0.06566383
ACAN	1.22352e-09
ACAP1	0.08785874
ACAP2	0.0001469793
ACAP3	1.581282e-06
ACAT1	1.370405e-07
ACAT2	0.03161102
ACBD3	3.137575e-13
ACBD4	0.0002700998
ACBD5	0.08649802
ACBD6	8.852581e-14
ACBD7	0.0001671582
ACCN1	0.6906869
ACCN2	5.800709e-13
ACCN3	0.5317243
ACCN4	0.4294933
ACCN5	0.561794
ACCSL	0.9357362
ACCS	0.00948555
ACD	0.02476241
ACE2	1.973012e-09
ACER1	0.5422797
ACER2	0.4437176
ACER3	5.640786e-09
ACE	2.53394e-37
ACHE	1.666653e-13
ACIN1	0.1278354
ACLY	1.014313e-14
ACMSD	1.730171e-10
ACN9	1.127545e-14
ACO1	0.1156317
ACO2	0.149421
ACOT11	1.496241e-31
ACOT12	0.9425314
ACOT13	0.0005865249
ACOT1	6.047351e-13
ACOT2	7.00359e-10
ACOT4	0.845115
ACOT6	0.9762638
ACOT7	0.005230517
ACOT8	0.3414635
ACOT9	0.6343984
ACOX1	0.1495864
ACOX2	0.6249167
ACOX3	0.3158654
ACOXL	7.17947e-22
ACP1	2.037549e-08
ACP2	0.0001368235
ACP5	2.362858e-30
ACP6	1.524753e-18
ACPL2	1.898379e-07
ACPP	0.6244476
ACPT	0.9876693
ACRBP	0.0002622834
ACRC	0.9371914
ACRV1	2.069721e-10
ACR	4.121693e-16
ACSBG1	4.31992e-08
ACSBG2	0.0001030801
ACSF2	0.1662067
ACSF3	0.7904146
ACSL1	2.556076e-08
ACSL3	0.0002378172
ACSL4	1.04111e-08
ACSL5	0.000477778
ACSL6	4.43994e-10
ACSM1	4.031849e-05
ACSM2A	1.664228e-07
ACSM2B	0.003951327
ACSM3	0.8730867
ACSM4	NA
ACSM5	1.645953e-10
ACSS1	1.742631e-08
ACSS2	3.99244e-08
ACSS3	1.059304e-25
ACTA1	0.05448809
ACTA2	0.695206
ACTBL2	3.97229e-07
ACTB	0.3280903
