A1BG	2.183392e-10
A1CF	0.9841769
A2BP1	1.18533e-06
A2LD1	2.066722e-28
A2ML1	0.002427191
A2M	3.247064e-29
A4GALT	0.08090104
A4GNT	0.4492965
AAA1	0.0003865381
AAAS	4.074446e-16
AACSL	6.698288e-09
AACS	0.05566962
AADACL2	0.05573964
AADACL3	1.861034e-05
AADACL4	7.942928e-09
AADAC	2.674709e-05
AADAT	0.0629654
AAGAB	1.483355e-18
AAK1	0.002860358
AAMP	4.072264e-06
AANAT	3.53082e-05
AARS2	3.432211e-06
AARSD1	0.04052517
AARS	1.653001e-17
AASDHPPT	8.080968e-07
AASDH	2.665595e-13
AASS	6.516948e-47
AATF	3.385698e-49
AATK	5.852602e-26
ABAT	2.566915e-05
ABCA10	9.096064e-81
ABCA11P	6.094039e-07
ABCA12	7.725637e-15
ABCA13	0.000743675
ABCA17P	2.278315e-44
ABCA1	0.01845689
ABCA2	0.05832869
ABCA3	6.314269e-25
ABCA4	1.956624e-05
ABCA5	8.418379e-43
ABCA6	4.078046e-51
ABCA7	0.1474912
ABCA8	1.027451e-114
ABCA9	5.713757e-94
ABCB10	2.391819e-10
ABCB11	5.985147e-10
ABCB1	3.129726e-18
ABCB4	1.468673e-14
ABCB5	2.239991e-42
ABCB6	3.290492e-26
ABCB7	0.2371065
ABCB8	1.935069e-07
ABCB9	7.886776e-29
ABCC10	3.094212e-10
ABCC11	0.0001394349
ABCC12	0.01053483
ABCC13	3.064952e-06
ABCC1	3.822015e-26
ABCC2	1.598872e-07
ABCC3	9.043186e-44
ABCC4	0.4009418
ABCC5	8.620111e-29
ABCC6P1	0.1875749
ABCC6P2	0.2040617
ABCC6	0.0002895462
ABCC8	0.1259572
ABCC9	1.943852e-33
ABCD1	1.632462e-15
ABCD2	1.792724e-71
ABCD3	0.02484438
ABCD4	1.549558e-10
ABCE1	1.139934e-16
ABCF1	5.617097e-10
ABCF2	1.14085e-18
ABCF3	1.852498e-19
ABCG1	0.03072357
ABCG2	6.457158e-09
ABCG4	5.119875e-05
ABCG5	0.06934928
ABCG8	6.106252e-05
ABHD10	0.01994787
ABHD11	2.88118e-28
ABHD12B	3.824666e-07
ABHD12	6.103463e-20
ABHD13	4.109422e-18
ABHD14A	4.170736e-15
ABHD14B	5.14378e-39
ABHD15	0.02596266
ABHD1	0.05732572
ABHD2	0.002204184
ABHD3	1.340096e-17
ABHD4	0.816542
ABHD5	1.626764e-32
ABHD6	1.48619e-07
ABHD8	0.5979474
ABI1	0.4395208
ABI2	6.623879e-17
ABI3BP	5.627458e-29
ABI3	0.1883203
ABL1	1.47968e-08
ABL2	7.309002e-29
ABLIM1	2.894257e-59
ABLIM2	1.915307e-05
ABLIM3	0.01856942
ABO	5.082453e-08
ABP1	0.373739
ABRA	9.771427e-32
ABR	4.179284e-09
ABT1	8.645968e-10
ABTB1	4.716074e-22
ABTB2	0.0002339694
ACAA1	1.467109e-27
ACAA2	3.261698e-06
ACACA	0.1825628
ACACB	1.053146e-116
ACAD10	1.767163e-06
ACAD11	2.886363e-08
ACAD8	1.877998e-10
ACAD9	0.01253132
ACADL	0.0001354017
ACADM	1.038834e-30
ACADSB	2.700497e-14
ACADS	1.515035e-16
ACADVL	6.230705e-14
ACAN	2.201483e-53
ACAP1	4.45558e-06
ACAP2	0.0737886
ACAP3	0.002819437
ACAT1	7.120881e-28
ACAT2	0.3705959
ACBD3	4.097344e-31
ACBD4	0.01044676
ACBD5	0.04151369
ACBD6	4.391212e-62
ACBD7	0.0002624493
ACCN1	0.1989297
ACCN2	0.3174972
ACCN3	5.274865e-13
ACCN4	0.01112451
ACCN5	0.6603774
ACCSL	0.9020017
ACCS	2.604102e-09
ACD	6.466971e-13
ACE2	0.0009251764
ACER1	6.325371e-11
ACER2	0.07706526
ACER3	0.03483382
ACE	1.281071e-09
ACHE	0.01735449
ACIN1	0.1530612
ACLY	1.270116e-57
ACMSD	0.9026575
ACN9	0.5777785
ACO1	1.812034e-40
ACO2	1.906992e-05
ACOT11	1.001099e-06
ACOT12	3.963388e-31
ACOT13	0.4084063
ACOT1	1.924334e-30
ACOT2	5.96762e-27
ACOT4	4.061092e-05
ACOT6	1.213438e-10
ACOT7	4.525694e-15
ACOT8	0.01028381
ACOT9	0.650181
ACOX1	4.344872e-12
ACOX2	1.174998e-06
ACOX3	0.01288364
ACOXL	5.748984e-14
ACP1	9.301528e-31
ACP2	2.647981e-13
ACP5	0.001129382
ACP6	0.0003360243
ACPL2	2.579475e-15
ACPP	1.80257e-38
ACPT	0.1855778
ACRBP	3.495496e-07
ACRC	1.182574e-05
ACRV1	4.32784e-21
ACR	1.802058e-07
ACSBG1	2.512832e-26
ACSBG2	1.044264e-33
ACSF2	5.1133e-27
ACSF3	7.273063e-05
ACSL1	5.081378e-58
ACSL3	0.9205073
ACSL4	4.909719e-33
ACSL5	0.01096097
ACSL6	0.00337629
ACSM1	8.357288e-05
ACSM2A	0.1685058
ACSM2B	0.2651047
ACSM3	2.657879e-10
ACSM4	0.9142544
ACSM5	0.6253496
ACSS1	7.443161e-05
ACSS2	6.37962e-60
ACSS3	1.329831e-12
ACTA1	2.987291e-40
ACTA2	5.852546e-25
ACTBL2	0.8118479
ACTB	0.005003552
ACTC1	1.688737e-23
ACTG1	0.0001953451
ACTG2	6.852661e-62
ACTL6A	1.619631e-72
ACTL6B	0.3018452
ACTL7A	0.9440352
ACTL7B	0.8731168
ACTL8	6.892272e-53
ACTL9	0.9818248
ACTN1	0.468476
ACTN2	1.002933e-22
ACTN3	5.293879e-30
ACTN4	0.2624854
ACTR10	3.424838e-11
ACTR1A	0.03418786
ACTR1B	1.851845e-05
ACTR2	1.223834e-25
ACTR3B	0.0005702024
ACTR3C	0.3244619
ACTR3	2.198687e-19
ACTR5	2.461579e-39
ACTR6	0.01394648
ACTR8	2.724772e-13
ACTRT1	0.9749911
ACTRT2	0.9726286
ACVR1B	0.004460496
ACVR1C	4.217647e-69
ACVR1	0.0002428065
ACVR2A	6.621126e-39
ACVR2B	0.8524316
ACVRL1	1.165446e-30
ACY1	1.601898e-34
ACY3	0.3102891
ACYP1	1.170112e-12
ACYP2	2.676465e-20
ADAD1	0.9947086
ADAD2	0.0001340142
ADAL	1.153409e-13
ADAM10	0.0002394437
ADAM11	0.6966834
ADAM12	9.560628e-40
ADAM15	3.019327e-19
ADAM17	7.266775e-07
ADAM18	3.133779e-06
ADAM19	1.259669e-25
ADAM20	6.09537e-05
ADAM21P1	0.0003589995
ADAM21	6.471334e-07
ADAM22	0.1909881
ADAM23	9.080029e-17
ADAM28	1.603264e-23
ADAM29	0.008418318
ADAM2	0.7740308
ADAM30	0.9830652
ADAM32	0.3071632
ADAM33	3.957228e-74
ADAM3A	0.9969356
ADAM5P	0.9705877
ADAM6	1.619207e-06
ADAM7	0.3924669
ADAM8	4.422296e-70
ADAM9	1.067471e-16
ADAMDEC1	5.276404e-52
ADAMTS10	0.3692083
ADAMTS12	4.173292e-28
ADAMTS13	0.9085689
ADAMTS14	2.043493e-83
ADAMTS15	0.3350589
ADAMTS16	0.1032989
ADAMTS17	0.0131434
ADAMTS18	1.395815e-05
ADAMTS19	0.01461006
